titles,pubDates,guids,urls,description,destfile,wav,trans
Umzug mit Hund -  Tipps für einen entspannten Umzug,"Thu, 03 Dec 2020 19:29:52 +0000",0bda04cc-a2c6-46a1-b5d7-144f10a919cf,https://traffic.libsyn.com/secure/lisastolzlechner/Umzug_mit_Hund.mp3?dest-id=1049825,"<p>#39 Umziehen mit Hund kann eine echte Herausforderung sein. Für mich war es das mit Mila, besonders die ersten Umzüge waren herausfordernd, weil ich noch nicht gut einschätzen konnte, wie Mila reagieren würde. Ist Dein Hund bereits an neue Orte gewöhnt? Dann ist ein Umzug weniger problematisch. Ich gebe dir mit dieser Folge Tipps, wie du den Umzug entspannter gestalten kannst und erzähle dir zum Einen von meinen Erlebnissen, zum Anderen aber auch von den Tipps meiner Hundemenschen auf Instagram, was ihren Hunden geholfen hat.</p> <p>Du findest mich hier auf Instagram: <a href= ""https://www.instagram.com/lisa.stolzlechner/"">https://www.instagram.com/lisa.stolzlechner/</a></p> <p>Viel Freude damit und guten Umzug! </p> <p>Lisa</p> <p>_________________________</p> <p>Infos zu Teetektor®, dem digitalen Spurensuchkurs:</p> <p><a href= ""https://lisastolzlechner.com/teetektor/"">https://lisastolzlechner.com/teetektor/</a> </p> <p>Das digitale Welpenprogramm:</p> <p><a href= ""https://lisastolzlechner.com/welpentraining/"">https://lisastolzlechner.com/welpentraining/</a> </p> <p>Mini-Kurs Welpe ""Die Ankunft"" (0€):</p> <p><a href= ""https://kurse.lisastolzlechner.com/ankunft-welpe"">https://kurse.lisastolzlechner.com/ankunft-welpe</a></p> <p>Mini-Kurs ""Der Beschäftigungs-Finder"" (0€):</p> <p><a href= ""https://kurse.lisastolzlechner.com/beschaeftigung-hund"">https://kurse.lisastolzlechner.com/beschaeftigung-hund</a> </p> <p>_________________________</p> <p>Lisa Stolzlechner MSc, <br class="""" /> <br class="""" /> Master of Science, Universität Wien (Verhaltens- & Kognitionsbiologie)<br class="""" /> Bachelor of Science, Universität Wien (Biologie / Zoologie)<br class="""" /> Akademisch geprüfte Kynologin, Veterinärmedizinische Universität Wien<br class="""" /> Tierschutzqualifizierte Hundetrainerin, Österreichisches Bundesministerium für Gesundheit <br class="""" /> <br class="""" /> Lisa Stolzlechner <br class="""" /> Trainerin für Welpen und Junghunde<br class="""" /> UID-Nummer: ATU77692739<br class="""" /> WhatsApp: +43 677 62703066</p> <div class="""">Mail: <a class="""" href= ""mailto:hallo@lisastolzlechner.com"">hallo@lisastolzlechner.com</a> </div> <div class="""">Website: <a class="""" href= ""http://www.lisastolzlechner.com/"">www.lisastolzlechner.com</a></div>",mp3/0bda04cc-a2c6-46a1-b5d7-144f10a919cf.mp3,wav/0bda04cc-a2c6-46a1-b5d7-144f10a919cf.wav,trans/0bda04cc-a2c6-46a1-b5d7-144f10a919cf.rds
Erstes Silvester mit Hund - Vorbereitung ist alles!,"Sun, 08 Nov 2020 09:00:09 +0000",c754c2c0-3d6d-42f5-aa8d-64544cea41f7,https://traffic.libsyn.com/secure/lisastolzlechner/38_Erstes_Silvester.mp3?dest-id=1049825,"<p>#38 Silvester naht und Studien zeigen, dass man Silvesterangst verhindern kann, indem man seinen Welpen/Junghund gut darauf vorbereitet. Wir sprechen heute darüber, wie ein Hund aussieht, der Angst vor Geräuschen hat? Warum Silvester bei so vielen Hunden zu Angst führt? Welche Forschung es in dem Bereich gibt und was wir Menschen tun können, um unseren Hund (Welpe/JH) auf ihr erstes Silvester vorzubereiten? Das und mehr klären wir in dieser Folge. Am Ende habe ich eine 60 Minütige Silvester-Sound Aufnahme angehängt, die du für dich und deinen Welpen nutzen kannst, um euch auf Silvester vorzubereiten und die Nachbarn etwas zu nerven ;-).<span class=""Apple-converted-space""> </span></p> <p><span class=""Apple-converted-space"">Ich habe außerdem einen Gast eingeladen, Daniela von Elementhund <a href= ""http://www.elementhund.at"">www.elementhund.at</a></span> <span class=""Apple-converted-space""><a href= ""https://www.instagram.com/elementhund/"">https://www.instagram.com/elementhund/</a> </span></p> <p>Mein Instagram gibt es hier zu finden: <a href= ""https://www.instagram.com/lisa.stolzlechner/"">https://www.instagram.com/lisa.stolzlechner/</a> </p> <p>Viel Spaß!</p> <p>_________________________</p> <p>Infos zu Teetektor®, dem digitalen Spurensuchkurs:</p> <p><a href= ""https://lisastolzlechner.com/teetektor/"">https://lisastolzlechner.com/teetektor/</a> </p> <p>Das digitale Welpenprogramm:</p> <p><a href= ""https://lisastolzlechner.com/welpentraining/"">https://lisastolzlechner.com/welpentraining/</a> </p> <p>Mini-Kurs Welpe ""Die Ankunft"" (0€):</p> <p><a href= ""https://kurse.lisastolzlechner.com/ankunft-welpe"">https://kurse.lisastolzlechner.com/ankunft-welpe</a></p> <p>Mini-Kurs ""Der Beschäftigungs-Finder"" (0€):</p> <p><a href= ""https://kurse.lisastolzlechner.com/beschaeftigung-hund"">https://kurse.lisastolzlechner.com/beschaeftigung-hund</a> </p> <p>_________________________</p> <p>Lisa Stolzlechner MSc, <br class="""" /> <br class="""" /> Master of Science, Universität Wien (Verhaltens- & Kognitionsbiologie)<br class="""" /> Bachelor of Science, Universität Wien (Biologie / Zoologie)<br class="""" /> Akademisch geprüfte Kynologin, Veterinärmedizinische Universität Wien<br class="""" /> Tierschutzqualifizierte Hundetrainerin, Österreichisches Bundesministerium für Gesundheit <br class="""" /> <br class="""" /> Lisa Stolzlechner <br class="""" /> Trainerin für Welpen und Junghunde<br class="""" /> UID-Nummer: ATU77692739<br class="""" /> WhatsApp: +43 677 62703066</p> <div class="""">Mail: <a class="""" href= ""mailto:hallo@lisastolzlechner.com"">hallo@lisastolzlechner.com</a> </div> <div class="""">Website: <a class="""" href= ""http://www.lisastolzlechner.com/"">www.lisastolzlechner.com</a></div>",mp3/c754c2c0-3d6d-42f5-aa8d-64544cea41f7.mp3,wav/c754c2c0-3d6d-42f5-aa8d-64544cea41f7.wav,trans/c754c2c0-3d6d-42f5-aa8d-64544cea41f7.rds
"Rassekunde, Erbkrankheiten und warum man genau hinschauen sollte","Wed, 30 Sep 2020 14:14:01 +0000",e30c566b-41d6-40ac-995e-b7e1edd466b5,https://traffic.libsyn.com/secure/lisastolzlechner/Podcast_Genetik_Teil_1.mp3?dest-id=1049825,"<p>#37 Ich habe einen Gast: Merle von Tardisandfriends erzählt, wie Rassen entstanden sind, warum es so viele chronisch kranke Hunde gibt, obwohl die medizinischen Standards immer besser werden und: warum man gut hinschauen sollte, wenn man sich einen Welpen holt. Viel Freude mit dieser Folge!</p> <p>Alle Infos zu Merle und ihrer tollen Arbeit findet ihr hier: <a href= ""https://tardisandfriends.de"">https://tardisandfriends.de</a> oder hier auf Instagram: <a href= ""https://www.instagram.com/tardisandfriends/?hl=de"">https://www.instagram.com/tardisandfriends/?hl=de</a> und sie hat auch einen Podcast: <a href= ""https://tardisandfriends.de/cleverdog-podcast"">https://tardisandfriends.de/cleverdog-podcast</a> </p> <p>_________________________</p> <p>Infos zu Teetektor®, dem digitalen Spurensuchkurs:</p> <p><a href= ""https://lisastolzlechner.com/teetektor/"">https://lisastolzlechner.com/teetektor/</a> </p> <p>Das digitale Welpenprogramm:</p> <p><a href= ""https://lisastolzlechner.com/welpentraining/"">https://lisastolzlechner.com/welpentraining/</a> </p> <p>Mini-Kurs Welpe ""Die Ankunft"" (0€):</p> <p><a href= ""https://kurse.lisastolzlechner.com/ankunft-welpe"">https://kurse.lisastolzlechner.com/ankunft-welpe</a></p> <p>Mini-Kurs ""Der Beschäftigungs-Finder"" (0€):</p> <p><a href= ""https://kurse.lisastolzlechner.com/beschaeftigung-hund"">https://kurse.lisastolzlechner.com/beschaeftigung-hund</a> </p> <p>_________________________</p> <p>Lisa Stolzlechner MSc, <br class="""" /> <br class="""" /> Master of Science, Universität Wien (Verhaltens- & Kognitionsbiologie)<br class="""" /> Bachelor of Science, Universität Wien (Biologie / Zoologie)<br class="""" /> Akademisch geprüfte Kynologin, Veterinärmedizinische Universität Wien<br class="""" /> Tierschutzqualifizierte Hundetrainerin, Österreichisches Bundesministerium für Gesundheit <br class="""" /> <br class="""" /> Lisa Stolzlechner <br class="""" /> Trainerin für Welpen und Junghunde<br class="""" /> UID-Nummer: ATU77692739<br class="""" /> WhatsApp: +43 677 62703066</p> <div class="""">Mail: <a class="""" href= ""mailto:hallo@lisastolzlechner.com"">hallo@lisastolzlechner.com</a> </div> <div class="""">Website: <a class="""" href= ""http://www.lisastolzlechner.com/"">www.lisastolzlechner.com</a></div>",mp3/e30c566b-41d6-40ac-995e-b7e1edd466b5.mp3,wav/e30c566b-41d6-40ac-995e-b7e1edd466b5.wav,trans/e30c566b-41d6-40ac-995e-b7e1edd466b5.rds
Geschirr anziehen bei Welpen oder Junghunden,"Mon, 21 Sep 2020 08:10:00 +0000",60841489-f898-4b32-aece-4a15f51f7b36,https://traffic.libsyn.com/secure/lisastolzlechner/36_Probleme_mit_Geschirranziehen.mp3?dest-id=1049825,"<p>#36 Viele Welpen oder generell junge Hunde möchte das Geschirr-Anziehen gerne vermeiden. Sie fühlen sich unwohl und zeigen das auch. Zieht bei dir bald ein Hund ein oder zeigt dein Welpe Meideverhalten, sobald du das Geschirr in die Hand nimmst? Oder er beißt ins Geschirr und beim Anziehen auch gerne in deine Hand? Dann ist diese Folge die richtige für dich! </p> <p><a href= ""https://www.instagram.com/lisa.stolzlechner/"">https://www.instagram.com/lisa.stolzlechner/</a> </p> <p>_________________________</p> <p>Infos zu Teetektor®, dem digitalen Spurensuchkurs:</p> <p><a href= ""https://lisastolzlechner.com/teetektor/"">https://lisastolzlechner.com/teetektor/</a> </p> <p>Das digitale Welpenprogramm:</p> <p><a href= ""https://lisastolzlechner.com/welpentraining/"">https://lisastolzlechner.com/welpentraining/</a> </p> <p>Mini-Kurs Welpe ""Die Ankunft"" (0€):</p> <p><a href= ""https://kurse.lisastolzlechner.com/ankunft-welpe"">https://kurse.lisastolzlechner.com/ankunft-welpe</a></p> <p>Mini-Kurs ""Der Beschäftigungs-Finder"" (0€):</p> <p><a href= ""https://kurse.lisastolzlechner.com/beschaeftigung-hund"">https://kurse.lisastolzlechner.com/beschaeftigung-hund</a> </p> <p>_________________________</p> <p>Lisa Stolzlechner MSc, <br class="""" /> <br class="""" /> Master of Science, Universität Wien (Verhaltens- & Kognitionsbiologie)<br class="""" /> Bachelor of Science, Universität Wien (Biologie / Zoologie)<br class="""" /> Akademisch geprüfte Kynologin, Veterinärmedizinische Universität Wien<br class="""" /> Tierschutzqualifizierte Hundetrainerin, Österreichisches Bundesministerium für Gesundheit <br class="""" /> <br class="""" /> Lisa Stolzlechner <br class="""" /> Trainerin für Welpen und Junghunde<br class="""" /> UID-Nummer: ATU77692739<br class="""" /> WhatsApp: +43 677 62703066</p> <div class="""">Mail: <a class="""" href= ""mailto:hallo@lisastolzlechner.com"">hallo@lisastolzlechner.com</a> </div> <div class="""">Website: <a class="""" href= ""http://www.lisastolzlechner.com/"">www.lisastolzlechner.com</a></div>",mp3/60841489-f898-4b32-aece-4a15f51f7b36.mp3,wav/60841489-f898-4b32-aece-4a15f51f7b36.wav,trans/60841489-f898-4b32-aece-4a15f51f7b36.rds
Wandern mit Hund - Vorbereitung ist alles,"Thu, 10 Sep 2020 13:43:19 +0000",8ce1d608-f1b2-4ab5-8adb-a94dc97a45bb,https://traffic.libsyn.com/secure/lisastolzlechner/Wanderung_mit_Hund_-_Vorbereitung_ist_alles.mp3?dest-id=1049825,"<p>#35 Du hast einen Welpen oder Junghund und möchtest irgendwann einmal mit ihm schöne, große Wanderungen gehen? Toll - ich liebe Wanderungen! Zwar kannst du mit einem jungen Hund keine großen Touren gehen, ihn aber sehr wohl an das Thema ranführen und vorbereiten. Dazu bekommst du Infos von mir und meinem Interview-Gast, dem Tierfotografen Jürgen Hofmann. Er ist Wanderexperte und gemeinsam sprechen wir über das Thema Wandern mit Hund. Du findest Jürgen auf Instagram: <a href= ""https://www.instagram.com/beyond.skylines/?hl=de"">https://www.instagram.com/beyond.skylines/</a> und auf seiner Website: <a href= ""https://www.juergenhofmann.com"">https://www.juergenhofmann.com</a> </p>",mp3/8ce1d608-f1b2-4ab5-8adb-a94dc97a45bb.mp3,wav/8ce1d608-f1b2-4ab5-8adb-a94dc97a45bb.wav,trans/8ce1d608-f1b2-4ab5-8adb-a94dc97a45bb.rds
Die richtige Auslastung finden,"Thu, 04 Jun 2020 20:07:38 +0000",e6386077-6870-45bf-86b7-ab460b4b4065,https://traffic.libsyn.com/secure/lisastolzlechner/34_Die_richtige_Auslastung_finden_-_04.06.20_21.58.mp3?dest-id=1049825,"<p>#34 Auslastung - jeder spricht darüber und viele möchten ihren Hund gut auslasten. Doch was ist das überhaupt? Und wie kannst du das Wohlbefinden deines Hundes steigern? </p> <p>Mach mit bei meinem digitalen Spurensuchhundekurs TEETEKTOR. Am Montag geht es los! Hier findest du alle weiteren Infos: <a href= ""https://lisastolzlechner.com/teetektor/"">https://lisastolzlechner.com/teetektor/</a> </p> <p>Viel Spaß mit dieser Folge!</p>",mp3/e6386077-6870-45bf-86b7-ab460b4b4065.mp3,wav/e6386077-6870-45bf-86b7-ab460b4b4065.wav,trans/e6386077-6870-45bf-86b7-ab460b4b4065.rds
Rasseportrait: der Dackel,"Wed, 13 May 2020 05:52:08 +0000",9acd2efc-d9e4-4b9a-bb96-968ec91933c3,https://traffic.libsyn.com/secure/lisastolzlechner/33_Rasseportrait_-_der_Dackel.mp3?dest-id=1049825,"<p>#33 Der Dackel polarisiert - die einen lieben den Dackel, die anderen hassen ihn. Aber warum eigentlich? In dieser Folge spreche ich über meinen Eindruck von Dackel, von ihrer Geschichte und von lustigen Geschichten, die ich mit ihnen erlebt habe. Ich bin zugegebenermaßen ein großer Fan. Vl kann ich dich überzeugen, auch ein Dackel-Fan zu werden?</p>",mp3/9acd2efc-d9e4-4b9a-bb96-968ec91933c3.mp3,wav/9acd2efc-d9e4-4b9a-bb96-968ec91933c3.wav,trans/9acd2efc-d9e4-4b9a-bb96-968ec91933c3.rds
"Was du als Mensch brauchst, um mit einem Hund glücklich zu werden.","Sat, 25 Apr 2020 08:38:26 +0000",0a7b8404-7462-4050-91d5-e12f0c97811f,https://traffic.libsyn.com/secure/lisastolzlechner/32_Was_du_als_Mensch_brauchst_um_glcklich_mit_einem_Hund_zu_sein_-_25.04.20_10.20.mp3?dest-id=1049825,"<p>Als guter Hundemensch fragt man sich: wie kann ich meinen Hund glücklich machen? Als werdender Hundemensch sollte man sich fragen: was brauche ICH, um mit einem Hund glücklich werden zu können? Denn es geht nicht nur darum, den Hund glücklich zu machen, sondern auch darum, selbst glücklich zu sein. </p> <p>Diese Podcastfolge ist eine Sammlung an vielen Antworten von hunderten von Menschen und unglaublich wertvoll. Ich wünschte, alle Menschen könnten sie sich anhören, bevor sie sich ihren ersten Hund ins Leben holen. </p> <p>Viel Spaß dabei! </p>",mp3/0a7b8404-7462-4050-91d5-e12f0c97811f.mp3,wav/0a7b8404-7462-4050-91d5-e12f0c97811f.wav,trans/0a7b8404-7462-4050-91d5-e12f0c97811f.rds
Hundebegegnungen - 5 fatale Fehler,"Fri, 03 Apr 2020 13:16:49 +0000",25feb783-48c4-447c-a4b0-a57d414897d0,https://traffic.libsyn.com/secure/lisastolzlechner/31_5_fatale_Fehler_bei_Hundebegegnungen_-_03.04.20_14.49.mp3?dest-id=1049825,"<p>Du hast einen Welpen und Junghund und weiß nicht sicher, wie du dich verhalten kannst, wenn eine Hundebegegnung bevorsteht? Ich spreche mit Tine Lange von Dog it Right über die 5 fatalsten Fehler, die Menschen in Hundebegegnungen machen. Viel Spaß dabei!</p> <p>Details zu meinem Gast Tine von Dog It Right findest du hier:</p> <p><span style=""font-weight: 400;"">Training bei Dog It Right:</span><br /> <span style=""font-weight: 400;""><a href= ""https://dogitright.de/hundetraining-potsdam/"">https://dogitright.de/hundetraining-potsdam/</a><br /> </span> Dog It Right Podcast: <a href= ""https://dogitright.de/podcast/"">dogitright.de/podcast/</a> (und in allen Podcast-Apps)<br /> Kontakt zu Dog It Right: <a href= ""https://telefontermin.youcanbook.me/"">telefontermin.youcanbook.me</a><br />  <span style=""font-weight: 400;"">Webseite: <a href= ""http://dogitright.de/"">dogitright.de</a><br /></span>Onlinekurse: <a href= ""https://dogitright.de/hundetraining/onlinekurse/"">dogitright.de/hundetraining/onlinekurse/</a><br />  <span style=""font-weight: 400;"">Facebook:</span> <a href= ""https://www.facebook.com/dogitright/"">facebook.com/dogitright/</a><br />  <span style=""font-weight: 400;"">Instagram:</span> <a href= ""https://www.instagram.com/dogitright/"">instagram.com/dogitright/</a><br />  <span style=""font-weight: 400;"">Dog It Right Community Facebook:</span> <a href= ""https://www.facebook.com/groups/dogitright/"">facebook.com/groups/dogitright/</a><br />  <span style=""font-weight: 400;"">Dog Journal Dankbarkeitstagebuch:</span> <a href= ""https://dog-journal.de/"">dog-journal.de</a><br /> <span style=""font-weight: 400;"">Artikel:</span> <a href= ""https://blog.dogitright.de/"">https://blog.dogitright.de/</a></p>",mp3/25feb783-48c4-447c-a4b0-a57d414897d0.mp3,wav/25feb783-48c4-447c-a4b0-a57d414897d0.wav,trans/25feb783-48c4-447c-a4b0-a57d414897d0.rds
Corona-Krise mit Hund und was wir daraus machen,"Wed, 25 Mar 2020 07:29:04 +0000",3fc4a1a4-64cc-4577-8067-34ee53404d87,https://traffic.libsyn.com/secure/lisastolzlechner/30_Corona-Krise_2.mp3?dest-id=1049825,"<p>Wie ist die aktuelle Lage? Wie geht es weiter? Wie können wir die Zeit für uns und unseren Hund gut nutzen? Auf was sollten wir nicht vergessen? </p> <p>In dieser Folge spreche ich von der aktuellen Lage mit Hund. Unteranderem erfährst du, was mit dem Positiv getesteten Hund aus Hongkong passiert ist, Tipps was du mit deinem Hund in der Zeit machen kannst und neuste Erkenntnisse bzgl. dem Virus und Hund. </p> <p>Bleibt gesund! </p> <p>Links: <a href= ""https://www.oie.int/en/scientific-expertise/specific-information-and-recommendations/questions-and-answers-on-2019novel-coronavirus/""> World Organisation for Animal Health</a></p> <p>Instagram: <a href= ""https://www.instagram.com/lisa.stolzlechner/"">Lisa Stolzlechner</a></p>",mp3/3fc4a1a4-64cc-4577-8067-34ee53404d87.mp3,wav/3fc4a1a4-64cc-4577-8067-34ee53404d87.wav,trans/3fc4a1a4-64cc-4577-8067-34ee53404d87.rds
Corona-Virus und der Umgang mit unseren Hunden,"Fri, 13 Mar 2020 19:05:23 +0000",52205cb2-464e-41c8-a817-bccb4502b4a0,https://traffic.libsyn.com/secure/lisastolzlechner/29_Corona-Virus_und_der_Umgang_mit_unseren_Hunden.mp3?dest-id=1049825,"<p>Corona geistert in unseren Köpfen, den Medien und beherrscht gerade unseren Alltag. Ich beschäftige mich seit Tagen mit dem Thema und habe alle aktuellen Infos - uns Hundehalter betreffend - in dieser Podcastfolge zusammengefasst. Du erfährst woher das Corona-Virus stammt, wodurch die Gerüchte entstanden, dass der Hund ein Träger sein könnte und auf was wir Hundehalter in nächster Zeit achten sollten (Stand 13.3.2020).</p> <p>Quellen unter anderem:</p> <p><a href= ""https://www.pets.gov.hk/english/highlights/files/New_Updates_on_Low-level_of_Infection_with_COVID-19_in_Pet_Dog_0503__eng.pdf""> <sup>https://www.pets.gov.hk/english/highlights/files/New_Updates_on_Low-level_of_Infection_with_COVID-19_in_Pet_Dog_0503__eng.pdf</sup></a><sup><span class=""Apple-converted-space""> </span></sup></p> <p><sup><span class=""Apple-converted-space"">und</span></sup></p> <p><sup><a href= ""https://www.sozialministerium.at/Informationen-zum-Coronavirus/Coronavirus---Haeufig-gestellte-Fragen.html""> https://www.sozialministerium.at/Informationen-zum-Coronavirus/Coronavirus---Haeufig-gestellte-Fragen.html</a> </sup></p>",mp3/52205cb2-464e-41c8-a817-bccb4502b4a0.mp3,wav/52205cb2-464e-41c8-a817-bccb4502b4a0.wav,trans/52205cb2-464e-41c8-a817-bccb4502b4a0.rds
Bereit für einen 2. Hund?,"Wed, 26 Feb 2020 15:48:47 +0000",81bbf5fb-c08f-4b95-9217-3651a98a1443,https://traffic.libsyn.com/secure/lisastolzlechner/28_Passt_ein_Welpe_zu_deinem_Ersthund.mp3?dest-id=1049825,"<p>Bist du bereit für einen 2. Hund? Diese Frage ist nicht nur an dich, sondern auch vor allem an deinen Hund gerichtet. Denn für ein harmonisches Miteinander ist es wichtig, dass wir uns vorab einige Fragen stellen. </p> <p>Mehrhundehaltung hat viele Vorteile, aber kann schwierig werden, wenn einige Bedingungen nicht passen. In dieser Podcast-Folge kläre ich folgende Punkte:</p> <p>- Welche Fragen musst du dir stellen und klären, bevor ein 2. Hund bei dir einzieht? </p> <p>- Welche Vorteile hat Mehrhundehaltung?</p> <p>- Wann ist der richtige Zeitpunkt für einen 2. Hund gekommen?</p> <p>Ich wünsche dir ganz viel Spaß mit dieser Folge!</p>",mp3/81bbf5fb-c08f-4b95-9217-3651a98a1443.mp3,wav/81bbf5fb-c08f-4b95-9217-3651a98a1443.wav,trans/81bbf5fb-c08f-4b95-9217-3651a98a1443.rds
"Interview: Tierarztbesuche mit Welpe oder Junghund - wann, wie oft, wozu?","Wed, 29 Jan 2020 07:36:58 +0000",fb145927-ccfc-4b92-96c5-a2602486f104,https://traffic.libsyn.com/secure/lisastolzlechner/27_Wann_zum_Tierarzt_-_27.01.20_16.17.mp3?dest-id=1049825,"<p>#27 Tierärztin <a href=""https://www.instagram.com/_invet_/"">Mag. Klaudia Blaszczyk</a> erzählt über Impfungen beim Welpen und andere wichtige Maßnahmen, ihren Erfahrungen in verschiedenen Tierkliniken und gibt viele wertvolle Tipps und Tricks rund um das Thema Welpe und Junghund und Tierarztbesuch / Klinikaufenthalte. Klaudia ist immer meine Ansprechperson Nummer eins, da sie nicht nur viel mit ihrem eigenen Hund Tyson erlebt hat, sondern auch in ihrer Tierärztinnen-Laufbahn viel erleben durfte. </p> <p>Es wartet ein sehr spannendes Interview auf euch.  </p> <p>Daran anknüpfende Podcastfolgen ist diese hier: <a href= ""https://www.lisastolzlechner.com/koerperpflege-beim-hund/"">Warum Kooperation besser ist als Fixieren</a></p> <p>Und diese: <a href= ""https://www.lisastolzlechner.com/angst-vor-dem-tierarzt/"">Angst vor dem Tierarzt? Wie du diese verhindern kannst</a></p> <p><!-- wp:cgb/block-libsyn-podcasting-gutenberg --></p> <div class=""wp-block-cgb-block-libsyn-podcasting-gutenberg""> <div class=""libsyn-shortcode""> </div> </div> <p><!-- /wp:cgb/block-libsyn-podcasting-gutenberg --></p>",mp3/fb145927-ccfc-4b92-96c5-a2602486f104.mp3,wav/fb145927-ccfc-4b92-96c5-a2602486f104.wav,trans/fb145927-ccfc-4b92-96c5-a2602486f104.rds
Rasseportrait: Husky versus Malamute,"Wed, 15 Jan 2020 21:41:52 +0000",6b6d9302-7cba-4063-b81b-9c55fd6fc417,https://traffic.libsyn.com/secure/lisastolzlechner/26_Podcast_Malamute_verus_Husky_2.0.mp3?dest-id=1049825,"<p>#26 Es ist Winter. Es schneit, es ist kalt, uns frieren die Finger und die Zehen ein. Nicht aber einem Husky oder Malamute. Das sind richtige Winterhunderassen und lieben den Schnee und die Kälte. Interessierst du dich für die beiden Rassen und möchtest mehr dazu erfahren? Hier bist du richtig. Ich spreche in der Folge über die wichtigsten Gemeinsamkeiten bzw. Unterschiede und habe erstmal 2 Gastbeiträge integriert von <a href= ""https://www.instagram.com/fluff.tails/"">Alexandra</a> und <a href= ""https://www.instagram.com/lillyczk/"">Lilly</a>, die uns Einblicke in ihr Leben mit einem Malamute und Husky geben. Viel Spaß bei dieser Folge!</p>",mp3/6b6d9302-7cba-4063-b81b-9c55fd6fc417.mp3,wav/6b6d9302-7cba-4063-b81b-9c55fd6fc417.wav,trans/6b6d9302-7cba-4063-b81b-9c55fd6fc417.rds
Gefahren im Winter für Welpen und Junghunde,"Tue, 07 Jan 2020 23:11:18 +0000",7b2ddce6-8b5c-4a7b-ae7b-e743ff0340aa,https://traffic.libsyn.com/secure/lisastolzlechner/25_Gefahren_im_Winter.mp3?dest-id=1049825,"<p>#25 Im Schnee tobende Welpen oder Junghunde - was gibt es schöneres? Dem stimme ich zu 100% zu, es ist wundervoll anzusehen. Leider kommen unsere kleinen Begleiter oft auf schlechte Ideen. Zum Beispiel fressen sie oft mehr Schnee als ihnen gut täte oder kosten vom Frostschutzmittel. Das kann sehr gefährlich werden. Zur Erinnerung habe ich dir die häufigsten Gefahren, die der Winter mit sich bringt, in dieser Folge zusammengefasst. Viel Spaß!</p> <p> </p> <p> </p>",mp3/7b2ddce6-8b5c-4a7b-ae7b-e743ff0340aa.mp3,wav/7b2ddce6-8b5c-4a7b-ae7b-e743ff0340aa.wav,trans/7b2ddce6-8b5c-4a7b-ae7b-e743ff0340aa.rds
Persönlicher Einblick - WINTERPAUSE des Welpen und Junghunde Podcasts bis 8.1.2020,"Wed, 18 Dec 2019 10:11:53 +0000",d0dc835b-e3f1-4d47-98d2-c116173ea3d0,https://traffic.libsyn.com/secure/lisastolzlechner/24_Persnlicher_Einblick.mp3?dest-id=1049825,"<p>#24 Ihr Lieben! Leider muss der Podcast rund um das Thema Welpen und Junghunde ein paar Wochen pausieren - aus unterschiedlichen persönlichen Gründen, die ich versuche in dieser Episode zu erklären. Ab 8.1.2020 geht es wieder los und ihr hoffe, ihr seid dann wieder am Start.</p> <p>Auf Instagram gibt es einen Adventskalender mit jedem Tag neuen Input und Wissen von mir und meinen Kollegin/nen. Schaut dort vorbei! Du findest mich unter ""<a href= ""https://www.instagram.com/lisa.stolzlechner/"">lisa.stolzlechner</a>"". Oder du kannst unserer <a href= ""https://www.facebook.com/groups/welpenundjunghunde/"">""Optimal ins Leben"" Facebook-Gruppe</a> beitreten.</p> <p>Alles Liebe und ich wünsche euch einen wunderbaren Start ins neue Jahr (vl mit einem neuen Familienmitglied?). Tschüüüüüüüss</p>",mp3/d0dc835b-e3f1-4d47-98d2-c116173ea3d0.mp3,wav/d0dc835b-e3f1-4d47-98d2-c116173ea3d0.wav,trans/d0dc835b-e3f1-4d47-98d2-c116173ea3d0.rds
"Fit für den Winter? Tipps zur Vorbereitung für Silvester, Familienfeiern und Co.","Wed, 27 Nov 2019 07:51:10 +0000",2a1ba666-70dc-46cf-8b68-33d7f8c913a0,https://traffic.libsyn.com/secure/lisastolzlechner/23_Winter-Folge.mp3?dest-id=1049825,"<p>#23 Hunde sind Gewohnheitstiere und lieben strukturierte Abläufe - wie wir Menschen auch. In der Weihnachtszeit passiert viel. Plötzlich wird es kälter, es liegt Salz oder Schnee auf den Straßen, man besucht häufiger Freunde und Familie und es knallt ordentlich zu Silvester (und kurz davor und danach). Damit dein Welpe oder Junghund diese Phase gut übersteht, ist es wichtig, dass du ihn darauf vorbereitest. Tipps dazu wirst du in dieser Folge erfahren. </p> <p>Für das Weihnachtsmützen Tutorial und viel mehr (Adventskalender!!!), meinen Instagram Kanal findest du hier: <a href= ""https://www.instagram.com/lisa.stolzlechner/"">https://www.instagram.com/lisa.stolzlechner/</a> </p> <p>Tipps und Trick für längere Zugfahrten findest du in diesem Video: <a href= ""https://www.youtube.com/watch?v=FRtSWuMBjsA"">https://www.youtube.com/watch?v=FRtSWuMBjsA</a> </p> <p>Viel Spaß mit der neuen Folge!</p>",mp3/2a1ba666-70dc-46cf-8b68-33d7f8c913a0.mp3,wav/2a1ba666-70dc-46cf-8b68-33d7f8c913a0.wav,trans/2a1ba666-70dc-46cf-8b68-33d7f8c913a0.rds
